Entry ID,PDB ID,Resolution (Å),Asym ID,Source Organism,Gene Name,Entry Id (Polymer Entity Identifiers),Accession Code(s),Database Name
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Cricket paralysis virus,,7JQC,8895506,GenBank
,,,,Oryctolagus cuniculus,,7JQC,G1TK17,UniProt
,,,,Oryctolagus cuniculus,,7JQC,P62277,UniProt
,,,,Oryctolagus cuniculus,,7JQC,G1U472,UniProt
,,,,Oryctolagus cuniculus,,7JQC,G1SZ47,UniProt
,,,,Oryctolagus cuniculus,,7JQC,P62979,UniProt
,,,,Oryctolagus cuniculus,,7JQC,G1TJW1,UniProt
,,,,Oryctolagus cuniculus,,7JQC,G1TPV3,UniProt
,,,,Oryctolagus cuniculus,RPS15,7JQC,G1U0Q2,UniProt
,,,,Oryctolagus cuniculus,,7JQC,G1SGX4,UniProt
,,,,Oryctolagus cuniculus,,7JQC,G1TPG3,UniProt
,,,,Oryctolagus cuniculus,,7JQC,G1TN62,UniProt
,,,,Oryctolagus cuniculus,,7JQC,G1T3D8,UniProt
,,,,Oryctolagus cuniculus,RPSA,7JQC,G1TLT8,UniProt
,,,,Oryctolagus cuniculus,,7JQC,G1TRM4,UniProt
,,,,Oryctolagus cuniculus,,7JQC,G1TG89,UniProt
,,,,Oryctolagus cuniculus,,7JQC,G1TZ76,UniProt
,,,,Oryctolagus cuniculus,,7JQC,G1TFE8,UniProt
,,,,Oryctolagus cuniculus,RPS3A,7JQC,G1SS70,UniProt
7JQB,7JQB,2.7,,Oryctolagus cuniculus,,7JQB,,
,,,,Oryctolagus cuniculus,RPSA,7JQB,G1TLT8,UniProt
,,,,Oryctolagus cuniculus,RPS3A,7JQB,G1SS70,UniProt
,,,,Oryctolagus cuniculus,RPS28,7JQB,G1TIB4,UniProt
,,,,Oryctolagus cuniculus,,7JQB,G1T8A2,UniProt
,,,,Oryctolagus cuniculus,RPS5,7JQB,G1TFM5,UniProt
,,,,Oryctolagus cuniculus,RPS6,7JQB,A0A5K1UJS7,UniProt
,,,,Oryctolagus cuniculus,,7JQB,G1SJB4,UniProt
,,,,Oryctolagus cuniculus,,7JQB,G1SVB0,UniProt
,,,,Oryctolagus cuniculus,,7JQB,G1TPV3,UniProt
,,,,Oryctolagus cuniculus,RPS15,7JQB,G1U0Q2,UniProt
,,,,Oryctolagus cuniculus,,7JQB,G1SIZ2,UniProt
,,,,Oryctolagus cuniculus,,7JQB,P63220,UniProt
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7JQB,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Oryctolagus cuniculus,,7JQB,G1TRM4,UniProt
,,,,Oryctolagus cuniculus,,7JQB,P62277,UniProt
,,,,Oryctolagus cuniculus,,7JQB,G1U472,UniProt
,,,,Oryctolagus cuniculus,,7JQB,G1SZ47,UniProt
,,,,Oryctolagus cuniculus,,7JQB,G1TZ76,UniProt
,,,,Oryctolagus cuniculus,,7JQB,P62979,UniProt
,,,,Oryctolagus cuniculus,,7JQB,G1TJW1,UniProt
,,,,Oryctolagus cuniculus,RPS9,7JQB,B7NZS8,UniProt
,,,,Oryctolagus cuniculus,,7JQB,G1SFR8,UniProt
,,,,Oryctolagus cuniculus,,7JQB,G1TDB3,UniProt
,,,,Oryctolagus cuniculus,,7JQB,G1SGX4,UniProt
,,,,Oryctolagus cuniculus,,7JQB,G1TU13,UniProt
,,,,Oryctolagus cuniculus,,7JQB,G1TPG3,UniProt
,,,,Oryctolagus cuniculus,,7JQB,G1TN62,UniProt
,,,,Oryctolagus cuniculus,,7JQB,G1T3D8,UniProt
,,,,Oryctolagus cuniculus,,7JQB,G1TK17,UniProt
,,,,Oryctolagus cuniculus,,7JQB,G1TG89,UniProt
,,,,Oryctolagus cuniculus,,7JQB,G1TFE8,UniProt
,,,,Oryctolagus cuniculus,,7JQB,P15880,UniProt
,,,,Oryctolagus cuniculus,,7JQB,G1TNM3,UniProt
4M0W,4M0W,1.4,,Severe acute respiratory syndrome-related coronavirus,1a,4M0W,P0C6U8,UniProt
,,,,,NSP3,,,
,,,,,1a,,,
,,,,Bos taurus,RPS27A,4M0W,P62992,UniProt
,,,,,UBA80,,,
,,,,,UBCEP1,,,
7COE,7COE,2.05,,Homo sapiens,,7COE,,
,,,,Homo sapiens,,7COE,,
,,,,Middle East respiratory syndrome-related coronavirus,S,7COE,W6A0E0,UniProt
5YM6,5YM6,1.803,,Porcine coronavirus HKU15,orf1ab,5YM6,X2G6C4,UniProt
,,,,,orf1ab,,,
5XGR,5XGR,2.1,,Pipistrellus bat coronavirus HKU5,S,5XGR,A3EXD0,UniProt
,,,,,2,,,
5X4R,5X4R,1.5,,Middle East respiratory syndrome-related coronavirus,,5X4R,K9N5Q8,UniProt
5KWB,5KWB,1.91,,Human coronavirus HKU1 (isolate N1),S,5KWB,Q5MQD0,UniProt
,,,,,3,,,
,,,,,S,,,
,,,,,3,,,
4L3N,4L3N,2.13,,Human betacoronavirus 2c Jordan-N3/2012,S,4L3N,M4SVE7,UniProt
,,,,,S,,,
7DDP,7DDP,3.4,,Homo sapiens,ACE2,7DDP,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,,ACE2,,,
,,,,,UNQ868/PRO1885,,,
,,,,Pangolin coronavirus,S,7DDP,A0A6G6A2Q2,UniProt
7LG3,7LG3,2.3,,Homo sapiens,HLA-A,7LG3,A0A140T913,UniProt
,,,,,HLA-A,,,
,,,,Homo sapiens,B2M,7LG3,P61769,UniProt
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
,,,,,B2M,,,
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7LG3,P0DTD1,UniProt
,,,,,1a-1b,,,
7LG2,7LG2,2.4,,Homo sapiens,HLA-A,7LG2,A0A140T913,UniProt
,,,,,HLA-A,,,
,,,,Homo sapiens,B2M,7LG2,P61769,UniProt
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
,,,,,B2M,,,
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7LG2,P0DTD1,UniProt
,,,,,1a-1b,,,
7N1D,7N1D,2.35,,Homo sapiens,T cell receptor alpha chain,7N1D,,
,,,,Homo sapiens,T cell receptor beta chain,7N1D,,
7N1C,7N1C,1.881,,Homo sapiens,TCR alpha,7N1C,,
,,,,Homo sapiens,TCR BETA,7N1C,,
6W7Y,6W7Y,3.3,,Homo sapiens,,6W7Y,,
,,,,Homo sapiens,,6W7Y,,
7KIP,7KIP,3.39,,Human coronavirus NL63,S,7KIP,Q6Q1S2,UniProt
,,,,,2,,,
6NZK,6NZK,2.8,,Human coronavirus OC43,S,6NZK,Q696P8,UniProt
4ZS6,4ZS6,3.166,,Homo sapiens,,4ZS6,,
,,,,Homo sapiens,,4ZS6,,
,,,,Middle East respiratory syndrome-related coronavirus,S,4ZS6,W6A0A7,UniProt
2G75,2G75,2.28,,Homo sapiens,recombinant antibody Fab,2G75,,
,,,,Homo sapiens,recombinant antibody Fab,2G75,,
2BXX,2BXX,1.85,,Infectious bronchitis virus,,2BXX,P69596,UniProt
7L8H,7L8H,1.95,,Enterovirus D68,,7L8H,A0A2K8BQT2,UniProt
6LP9,6LP9,1.803,,Feline infectious peritonitis virus,1b,6LP9,Q98VG9,UniProt
,,,,,ORF1a,,,
5HIY,5HIY,3,,Porcine epidemic diarrhea virus CV777,rep,5HIY,P0C6Y4,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7K5I,7K5I,2.9,,Homo sapiens,RPS17,7K5I,P08708,UniProt
,,,,,RPS17L,,,
,,,,Homo sapiens,RPS29,7K5I,P62273,UniProt
,,,,Homo sapiens,RPS5,7K5I,P46782,UniProt
,,,,Homo sapiens,RPS15,7K5I,P62841,UniProt
,,,,,RIG,,,
,,,,Homo sapiens,RPS16,7K5I,P62249,UniProt
,,,,Homo sapiens,RPS19,7K5I,P39019,UniProt
,,,,Homo sapiens,RPS20,7K5I,P60866,UniProt
,,,,Homo sapiens,RPS25,7K5I,P62851,UniProt
,,,,Homo sapiens,RPS28,7K5I,P62857,UniProt
,,,,Homo sapiens,RPS27A,7K5I,P62979,UniProt
,,,,,UBA80,,,
,,,,,UBCEP1,,,
,,,,Homo sapiens,RPSA,7K5I,P08865,UniProt
,,,,,LAMBR,,,
,,,,,LAMR1,,,
,,,,Homo sapiens,RPS3A,7K5I,P61247,UniProt
,,,,,FTE1,,,
,,,,,MFTL,,,
,,,,Homo sapiens,RPS2,7K5I,P15880,UniProt
,,,,,RPS4,,,
,,,,Homo sapiens,RPS4X,7K5I,P62701,UniProt
,,,,,CCG2,,,
,,,,,RPS4,,,
,,,,,SCAR,,,
,,,,Homo sapiens,RPS6,7K5I,P62753,UniProt
,,,,,OK/SW-cl.2,,,
,,,,Homo sapiens,RPS7,7K5I,P62081,UniProt
,,,,Homo sapiens,RPS8,7K5I,P62241,UniProt
,,,,,OK/SW-cl.83,,,
,,,,Homo sapiens,RPS9,7K5I,P46781,UniProt
,,,,Homo sapiens,RPS13,7K5I,P62277,UniProt
,,,,Homo sapiens,RPS21,7K5I,P63220,UniProt
,,,,Homo sapiens,RPS23,7K5I,P62266,UniProt
,,,,Homo sapiens,FAU,7K5I,P62861,UniProt
,,,,Homo sapiens,RPS18,7K5I,P62269,UniProt
,,,,,D6S218E,,,
,,,,Homo sapiens,RACK1,7K5I,P63244,UniProt
,,,,,GNB2L1,,,
,,,,,HLC7,,,
,,,,,PIG21,,,
,,,,Homo sapiens,,7K5I,337376,GenBank
,,,,Homo sapiens,RPS11,7K5I,P62280,UniProt
,,,,Homo sapiens,RPS14,7K5I,P62263,UniProt
,,,,,PRO2640,,,
,,,,Homo sapiens,RPS15A,7K5I,P62244,UniProt
,,,,,OK/SW-cl.82,,,
,,,,Homo sapiens,RPS24,7K5I,P62847,UniProt
,,,,Homo sapiens,RPS26,7K5I,P62854,UniProt
,,,,Homo sapiens,RPS27,7K5I,P42677,UniProt
,,,,,MPS1,,,
,,,,Homo sapiens,RPL41,7K5I,P62945,UniProt
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7K5I,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,Homo sapiens,RPS3,7K5I,P23396,UniProt
,,,,,OK/SW-cl.26,,,
,,,,Homo sapiens,RPS10,7K5I,P46783,UniProt
,,,,Homo sapiens,RPS12,7K5I,P25398,UniProt
7D3C,7D3C,2.2,,Middle East respiratory syndrome-related coronavirus,,7D3C,A0A0D3MU45,UniProt
,,,,synthetic construct,,7D3C,,
3VB7,3VB7,1.95,,Severe acute respiratory syndrome-related coronavirus,1a,3VB7,P0C6U8,UniProt
,,,,,1a,,,
,,,,,,3VB7,,
3VB4,3VB4,2.2,,Severe acute respiratory syndrome-related coronavirus,1a,3VB4,P0C6U8,UniProt
,,,,,1a,,,
,,,,,,3VB4,,
7M5E,7M5E,"2.5, 2.5",,Middle East respiratory syndrome-related coronavirus,,7M5E,K9N5Q8,UniProt
4QZV,4QZV,2.592,,Homo sapiens,DPP4,4QZV,P27487,UniProt
,,,,,ADCP2,,,
,,,,,CD26,,,
,,,,,DPP4,,,
,,,,,ADCP2,,,
,,,,,CD26,,,
,,,,Tylonycteris bat coronavirus HKU4,S,4QZV,A3EX94,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
3KBH,3KBH,3.31,,Homo sapiens,ACE2,3KBH,Q9BYF1,UniProt
,,,,,spike protein,,,
,,,,,UNQ868/PRO1885,,,
,,,,,ACE2,,,
,,,,,UNQ868/PRO1885,,,
,,,,Human coronavirus NL63,2,3KBH,Q6Q1S2,UniProt
,,,,,human angiotensin-converting enzyme 2,,,
,,,,,S,,,
,,,,,S,,,
,,,,,2,,,
6IVD,6IVD,1.975,,Transmissible gastroenteritis virus,,6IVD,P0C6V2,UniProt
4KQZ,4KQZ,2.514,,Human betacoronavirus 2c EMC/2012,S,4KQZ,K0BRG7,UniProt
,,,,,spike,,,
,,,,,S,,,
2GUX,2GUX,2,,Griffithsia,,2GUX,P84801,UniProt
5C94,5C94,2.438,,Avian infectious bronchitis virus (strain M41),rep,5C94,P0C6Y3,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
6VV5,6VV5,3.5,,Porcine epidemic diarrhea virus,S,6VV5,S5RJN4,UniProt
6U7K,6U7K,3.14,,Porcine epidemic diarrhea virus CV777,S,6U7K,Q91AV1,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
6CV0,6CV0,3.93,,Infectious bronchitis virus,S,6CV0,F4MIW6,UniProt
6B7N,6B7N,3.3,,Deltacoronavirus PDCoV/USA/Ohio137/2014,S,6B7N,A0A075E3D7,UniProt
5TLA,5TLA,3.244,,Mus musculus,Isg15,5TLA,Q64339,UniProt
,,,,,G1p2,,,
,,,,,Ucrp,,,
,,,,,Isg15,,,
,,,,,G1p2,,,
,,,,,Ucrp,,,
2ZU2,2ZU2,1.8,,Human coronavirus 229E,1a,2ZU2,P0C6U2,UniProt
6ZMT,6ZMT,3,,Homo sapiens,RPS2,6ZMT,P15880,UniProt
,,,,,RPS4,,,
,,,,Homo sapiens,RPS4X,6ZMT,P62701,UniProt
,,,,,CCG2,,,
,,,,,RPS4,,,
,,,,,SCAR,,,
,,,,Homo sapiens,RPS6,6ZMT,P62753,UniProt
,,,,,OK/SW-cl.2,,,
,,,,Homo sapiens,RPS8,6ZMT,P62241,UniProt
,,,,,OK/SW-cl.83,,,
,,,,Homo sapiens,RPS5,6ZMT,P46782,UniProt
,,,,Homo sapiens,RPS10,6ZMT,P46783,UniProt
,,,,Homo sapiens,RPS12,6ZMT,P25398,UniProt
,,,,Homo sapiens,RPS16,6ZMT,P62249,UniProt
,,,,Homo sapiens,RPS17,6ZMT,P08708,UniProt
,,,,,RPS17L,,,
,,,,Homo sapiens,RPS21,6ZMT,P63220,UniProt
,,,,Homo sapiens,RPS27,6ZMT,P42677,UniProt
,,,,,MPS1,,,
,,,,Homo sapiens,RPS29,6ZMT,P62273,UniProt
,,,,Homo sapiens,RACK1,6ZMT,P63244,UniProt
,,,,,GNB2L1,,,
,,,,,HLC7,,,
,,,,,PIG21,,,
,,,,Homo sapiens,RPSA,6ZMT,P08865,UniProt
,,,,,LAMBR,,,
,,,,,LAMR1,,,
,,,,Homo sapiens,RPS11,6ZMT,P62280,UniProt
,,,,Homo sapiens,RPS13,6ZMT,P62277,UniProt
,,,,Homo sapiens,RPS14,6ZMT,P62263,UniProt
,,,,,PRO2640,,,
,,,,Homo sapiens,RPS15,6ZMT,P62841,UniProt
,,,,,RIG,,,
,,,,Homo sapiens,RPS18,6ZMT,P62269,UniProt
,,,,,D6S218E,,,
,,,,Homo sapiens,RPS3A,6ZMT,P61247,UniProt
,,,,,FTE1,,,
,,,,,MFTL,,,
,,,,Homo sapiens,RPS19,6ZMT,P39019,UniProt
,,,,Homo sapiens,RPS20,6ZMT,P60866,UniProt
,,,,Homo sapiens,RPS15A,6ZMT,P62244,UniProt
,,,,,OK/SW-cl.82,,,
,,,,Homo sapiens,RPS23,6ZMT,P62266,UniProt
,,,,Homo sapiens,RPS24,6ZMT,P62847,UniProt
,,,,Homo sapiens,RPS25,6ZMT,P62851,UniProt
,,,,Homo sapiens,RPS28,6ZMT,P62857,UniProt
,,,,Homo sapiens,FAU,6ZMT,P62861,UniProt
,,,,Homo sapiens,RPS27A,6ZMT,P62979,UniProt
,,,,,UBA80,,,
,,,,,UBCEP1,,,
,,,,Homo sapiens,,6ZMT,337376,GenBank
,,,,Severe acute respiratory syndrome coronavirus 2,rep,6ZMT,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,Homo sapiens,TSR1,6ZMT,Q2NL82,UniProt
,,,,,KIAA1401,,,
,,,,Homo sapiens,RPS3,6ZMT,P23396,UniProt
,,,,,OK/SW-cl.26,,,
,,,,Homo sapiens,RPS7,6ZMT,P62081,UniProt
,,,,Homo sapiens,RPS9,6ZMT,P46781,UniProt
6ZLW,6ZLW,2.6,,Homo sapiens,RPS2,6ZLW,P15880,UniProt
,,,,,RPS4,,,
,,,,Homo sapiens,RPS6,6ZLW,P62753,UniProt
,,,,,OK/SW-cl.2,,,
,,,,Homo sapiens,RPS8,6ZLW,P62241,UniProt
,,,,,OK/SW-cl.83,,,
,,,,Homo sapiens,RPS9,6ZLW,P46781,UniProt
,,,,Homo sapiens,RPS5,6ZLW,P46782,UniProt
,,,,Homo sapiens,RPS11,6ZLW,P62280,UniProt
,,,,Homo sapiens,RPS10,6ZLW,P46783,UniProt
,,,,Homo sapiens,RPS13,6ZLW,P62277,UniProt
,,,,Homo sapiens,RPS15,6ZLW,P62841,UniProt
,,,,,RIG,,,
,,,,Homo sapiens,RPS20,6ZLW,P60866,UniProt
,,,,Homo sapiens,RPS24,6ZLW,P62847,UniProt
,,,,Homo sapiens,RPS27,6ZLW,P42677,UniProt
,,,,,MPS1,,,
,,,,Homo sapiens,RPS26,6ZLW,P62854,UniProt
,,,,Homo sapiens,RPS28,6ZLW,P62857,UniProt
,,,,Homo sapiens,FAU,6ZLW,P62861,UniProt
,,,,Homo sapiens,RPS27A,6ZLW,P62979,UniProt
,,,,,UBA80,,,
,,,,,UBCEP1,,,
,,,,Homo sapiens,,6ZLW,337376,GenBank
,,,,Severe acute respiratory syndrome coronavirus 2,rep,6ZLW,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Homo sapiens,RPSA,6ZLW,P08865,UniProt
,,,,,LAMBR,,,
,,,,,LAMR1,,,
,,,,Homo sapiens,RPS12,6ZLW,P25398,UniProt
,,,,Homo sapiens,RPS14,6ZLW,P62263,UniProt
,,,,,PRO2640,,,
,,,,Homo sapiens,RPS16,6ZLW,P62249,UniProt
,,,,Homo sapiens,RPS17,6ZLW,P08708,UniProt
,,,,,RPS17L,,,
,,,,Homo sapiens,RPS18,6ZLW,P62269,UniProt
,,,,,D6S218E,,,
,,,,Homo sapiens,RPS3A,6ZLW,P61247,UniProt
,,,,,FTE1,,,
,,,,,MFTL,,,
,,,,Homo sapiens,RPS19,6ZLW,P39019,UniProt
,,,,Homo sapiens,RPS15A,6ZLW,P62244,UniProt
,,,,,OK/SW-cl.82,,,
,,,,Homo sapiens,RPS23,6ZLW,P62266,UniProt
,,,,Homo sapiens,RPS21,6ZLW,P63220,UniProt
,,,,Homo sapiens,RPS25,6ZLW,P62851,UniProt
,,,,Homo sapiens,RPS29,6ZLW,P62273,UniProt
,,,,Homo sapiens,RPL41,6ZLW,P62945,UniProt
,,,,Homo sapiens,RACK1,6ZLW,P63244,UniProt
,,,,,GNB2L1,,,
,,,,,HLC7,,,
,,,,,PIG21,,,
,,,,Homo sapiens,RPS4X,6ZLW,P62701,UniProt
,,,,,CCG2,,,
,,,,,RPS4,,,
,,,,,SCAR,,,
,,,,Homo sapiens,RPS3,6ZLW,P23396,UniProt
,,,,,OK/SW-cl.26,,,
,,,,Homo sapiens,RPS7,6ZLW,P62081,UniProt
2OSE,2OSE,2.04,,Mimivirus,MIMI_L605,2OSE,Q5UP71,UniProt
6U7G,6U7G,2.35,,Homo sapiens,ANPEP,6U7G,P15144,UniProt
,,,,,APN,,,
,,,,,CD13,,,
,,,,,PEPN,,,
,,,,,ANPEP,,,
,,,,,APN,,,
,,,,,CD13,,,
,,,,,PEPN,,,
,,,,Human coronavirus 229E,S,6U7G,Q1HVK2,UniProt
5SZS,5SZS,"3.4, 3.4",,Human coronavirus NL63,S,5SZS,Q6Q1S2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
4F5C,4F5C,3.2,,Sus scrofa,ANPEP,4F5C,P15145,UniProt
,,,,,ANPEP,,,
,,,,Porcine respiratory coronavirus,S,4F5C,Q84852,UniProt
7LGT,7LGT,1.97,,Homo sapiens,HLA-B,7LGT,P01889,UniProt
,,,,,HLAB,,,
,,,,,HLA-B,,,
,,,,,HLAB,,,
,,,,Homo sapiens,B2M,7LGT,P61769,UniProt
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
,,,,,B2M,,,
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
,,,,Human coronavirus 229E,N,7LGT,P15130,UniProt
,,,,,7,,,
3C9N,3C9N,1.87,,Homo sapiens,HLA-B,3C9N,P01889,UniProt
,,,,,HLAB,,,
,,,,,HLA-B,,,
,,,,,HLAB,,,
,,,,Homo sapiens,B2M,3C9N,P61769,UniProt
,,,,,B2M,,,
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
,,,,,,3C9N,,
1X7Q,1X7Q,1.45,,,,1X7Q,P59595,UniProt
,,,,Homo sapiens,HLA-A,1X7Q,P04439,UniProt
,,,,,HLAA,,,
,,,,Homo sapiens,B2M,1X7Q,P61769,UniProt
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
6Q04,6Q04,"2.5, 2.5",,Human betacoronavirus 2c EMC/2012,S,6Q04,K0BRG7,UniProt
6U7F,6U7F,2.75,,Homo sapiens,ANPEP,6U7F,P15144,UniProt
,,,,,APN,,,
,,,,,CD13,,,
,,,,,PEPN,,,
,,,,,ANPEP,,,
,,,,,APN,,,
,,,,,CD13,,,
,,,,,PEPN,,,
,,,,Human coronavirus 229E,S,6U7F,Q1HVL3,UniProt
6U7E,6U7E,3,,Homo sapiens,ANPEP,6U7E,P15144,UniProt
,,,,,APN,,,
,,,,,CD13,,,
,,,,,PEPN,,,
,,,,,ANPEP,,,
,,,,,APN,,,
,,,,,CD13,,,
,,,,,PEPN,,,
,,,,Human coronavirus 229E,S,6U7E,Q1HVL8,UniProt
6ATK,6ATK,3.505,,Homo sapiens,ANPEP,6ATK,P15144,UniProt
,,,,,APN,,,
,,,,,CD13,,,
,,,,,PEPN,,,
,,,,,ANPEP,,,
,,,,,APN,,,
,,,,,CD13,,,
,,,,,PEPN,,,
,,,,Human coronavirus 229E,S,6ATK,P15423,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
6ZN5,6ZN5,3.2,,Homo sapiens,RPSA,6ZN5,P08865,UniProt
,,,,,LAMBR,,,
,,,,,LAMR1,,,
,,,,Homo sapiens,RPS3A,6ZN5,P61247,UniProt
,,,,,FTE1,,,
,,,,,MFTL,,,
,,,,Homo sapiens,RPS2,6ZN5,P15880,UniProt
,,,,,RPS4,,,
,,,,Homo sapiens,RPS4X,6ZN5,P62701,UniProt
,,,,,CCG2,,,
,,,,,RPS4,,,
,,,,,SCAR,,,
,,,,Homo sapiens,RPS6,6ZN5,P62753,UniProt
,,,,,OK/SW-cl.2,,,
,,,,Homo sapiens,RPS8,6ZN5,P62241,UniProt
,,,,,OK/SW-cl.83,,,
,,,,Homo sapiens,RPS5,6ZN5,P46782,UniProt
,,,,Homo sapiens,RPS10,6ZN5,P46783,UniProt
,,,,Homo sapiens,RPS13,6ZN5,P62277,UniProt
,,,,Homo sapiens,RPS12,6ZN5,P25398,UniProt
,,,,Homo sapiens,RPS14,6ZN5,P62263,UniProt
,,,,,PRO2640,,,
,,,,Homo sapiens,RPS16,6ZN5,P62249,UniProt
,,,,Homo sapiens,RPS17,6ZN5,P08708,UniProt
,,,,,RPS17L,,,
,,,,Homo sapiens,RPS18,6ZN5,P62269,UniProt
,,,,,D6S218E,,,
,,,,Homo sapiens,RPS20,6ZN5,P60866,UniProt
,,,,Homo sapiens,RPS15A,6ZN5,P62244,UniProt
,,,,,OK/SW-cl.82,,,
,,,,Homo sapiens,RPS21,6ZN5,P63220,UniProt
,,,,Homo sapiens,RPS27,6ZN5,P42677,UniProt
,,,,,MPS1,,,
,,,,Homo sapiens,FAU,6ZN5,P62861,UniProt
,,,,Homo sapiens,RPS29,6ZN5,P62273,UniProt
,,,,Homo sapiens,RPS27A,6ZN5,P62979,UniProt
,,,,,UBA80,,,
,,,,,UBCEP1,,,
,,,,Homo sapiens,,6ZN5,337376,GenBank
,,,,Severe acute respiratory syndrome coronavirus 2,rep,6ZN5,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,Homo sapiens,TSR1,6ZN5,Q2NL82,UniProt
,,,,,KIAA1401,,,
,,,,Homo sapiens,RPS11,6ZN5,P62280,UniProt
,,,,Homo sapiens,RPS15,6ZN5,P62841,UniProt
,,,,,RIG,,,
,,,,Homo sapiens,RPS19,6ZN5,P39019,UniProt
,,,,Homo sapiens,RPS23,6ZN5,P62266,UniProt
,,,,Homo sapiens,RPS24,6ZN5,P62847,UniProt
,,,,Homo sapiens,RPS25,6ZN5,P62851,UniProt
,,,,Homo sapiens,RPS26,6ZN5,P62854,UniProt
,,,,Homo sapiens,RPS28,6ZN5,P62857,UniProt
,,,,Homo sapiens,RACK1,6ZN5,P63244,UniProt
,,,,,GNB2L1,,,
,,,,,HLC7,,,
,,,,,PIG21,,,
,,,,Homo sapiens,RPS3,6ZN5,P23396,UniProt
,,,,,OK/SW-cl.26,,,
,,,,Homo sapiens,RPS7,6ZN5,P62081,UniProt
,,,,Homo sapiens,RPS9,6ZN5,P46781,UniProt
7DNC,7DNC,1.17,,Enterovirus A71,,7DNC,B8YLW0,UniProt
6NB5,6NB5,3,,Homo sapiens,,6NB5,,
,,,,Homo sapiens,,6NB5,,
6ZOJ,6ZOJ,2.8,,Homo sapiens,RPS3A,6ZOJ,P61247,UniProt
,,,,,FTE1,,,
,,,,,MFTL,,,
,,,,Homo sapiens,RPS3,6ZOJ,P23396,UniProt
,,,,,OK/SW-cl.26,,,
,,,,Homo sapiens,RPS4X,6ZOJ,P62701,UniProt
,,,,,CCG2,,,
,,,,,RPS4,,,
,,,,,SCAR,,,
,,,,Homo sapiens,RPS5,6ZOJ,P46782,UniProt
,,,,Homo sapiens,RPS6,6ZOJ,P62753,UniProt
,,,,,OK/SW-cl.2,,,
,,,,Homo sapiens,RPS7,6ZOJ,P62081,UniProt
,,,,Homo sapiens,RPS8,6ZOJ,P62241,UniProt
,,,,,OK/SW-cl.83,,,
,,,,Homo sapiens,RPS10,6ZOJ,P46783,UniProt
,,,,Homo sapiens,RPS11,6ZOJ,P62280,UniProt
,,,,Homo sapiens,RPS13,6ZOJ,P62277,UniProt
,,,,Homo sapiens,RPS14,6ZOJ,P62263,UniProt
,,,,,PRO2640,,,
,,,,Homo sapiens,RPS15,6ZOJ,P62841,UniProt
,,,,,RIG,,,
,,,,Homo sapiens,RPS17,6ZOJ,P08708,UniProt
,,,,,RPS17L,,,
,,,,Homo sapiens,RPS18,6ZOJ,P62269,UniProt
,,,,,D6S218E,,,
,,,,Homo sapiens,RPS21,6ZOJ,P63220,UniProt
,,,,Homo sapiens,RPS23,6ZOJ,P62266,UniProt
,,,,Homo sapiens,RPS24,6ZOJ,P62847,UniProt
,,,,Homo sapiens,RPS28,6ZOJ,P62857,UniProt
,,,,Homo sapiens,RPS29,6ZOJ,P62273,UniProt
,,,,Homo sapiens,FAU,6ZOJ,P62861,UniProt
,,,,Severe acute respiratory syndrome coronavirus 2,rep,6ZOJ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Homo sapiens,RPL41,6ZOJ,P62945,UniProt
,,,,Homo sapiens,,6ZOJ,151415227,GenBank
,,,,Homo sapiens,RPS9,6ZOJ,P46781,UniProt
,,,,Homo sapiens,RPS12,6ZOJ,P25398,UniProt
,,,,Homo sapiens,RPS16,6ZOJ,P62249,UniProt
,,,,Homo sapiens,RPSA,6ZOJ,P08865,UniProt
,,,,,LAMBR,,,
,,,,,LAMR1,,,
